,000,10,банк,банка,билет,большой,быть,ваш,весь,вид,время,всего,вы,выбрать,где,главный,год,город,даже,два,делать,день,деньга,дом,другой,ещё,же,жизнь,здесь,история,каждый,какой,карта,который,кто,купить,любой,место,месяц,мир,можно,мочь,мы,найти,например,не,несколько,новый,нужно,один,он,она,они,покупка,получить,работа,работать,раз,самый,свой,сделать,себя,стать,стоить,счёт,такой,тинькофф,только,тот,уже,хороший,хотеть,это,этот,story_id
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7111573930602183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7030328315916647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138
12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150
17,0.2874771292976317,0.0,0.0,0.29158935775362227,0.0,0.2308099104499813,0.18918501068036964,0.0,0.0,0.0,0.0,0.0,0.1699082650170057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6924297313499439,0.0,0.0,0.0,0.3110941811701654,0.0,0.0,0.0,0.0,0.24214926442954762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2820013410383211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152
19,0.0,0.0,0.0,0.5783066891559443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5939319070685845,0.0,0.5592908572856922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7111573930602183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7030328315916647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155
22,0.0,0.24981576726478022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21401416350935684,0.0,0.0,0.0,0.1901221691505838,0.0,0.0,0.0,0.0,0.22333716374653648,0.0,0.0,0.30221385964300196,0.0,0.0,0.0,0.23775337057905968,0.0,0.0,0.1467875765276458,0.0,0.0,0.0,0.0,0.36111401360878786,0.0,0.0,0.22903048199716627,0.15685780603801985,0.0,0.18976084175044108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4864063812217819,0.2358021084361519,0.0,0.22388853311090753,0.0,0.0,0.0,0.0,0.0,0.0,0.1865805836445243,0.0,0.12551328675585463,0.0,169
23,0.0,0.0,0.0,0.0,0.0,0.0,0.4175214055548423,0.1615280799835645,0.11065960527685441,0.09680929884021763,0.0,0.0,0.3749786379489621,0.09441567287506679,0.0,0.0,0.0,0.0,0.0,0.0859431186860899,0.0914064808875296,0.0,0.07541018099630871,0.09907159710611907,0.0,0.1441499414833834,0.0,0.09441567287506679,0.0,0.0,0.0,0.0,0.0,0.17185309205775123,0.0,0.0,0.0980812224234738,0.0,0.0,0.0,0.0,0.15268878238004624,0.0,0.0,0.0,0.4563255665475755,0.0,0.0,0.1736500836557031,0.0,0.18573677085619003,0.0,0.2728557086662202,0.0,0.08616119704637763,0.09441567287506679,0.0,0.0,0.13200298121375287,0.0,0.0,0.0,0.0,0.16975147659490486,0.0,0.09441567287506679,0.0,0.22808929873260428,0.0,0.09384577442651988,0.07073236207659561,0.0,0.14274558055547,0.0,171
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11617587212906867,0.15917945850412074,0.0,0.0,0.0,0.3852799401629341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2716264104675748,0.12620115406989302,0.13836964003285704,0.24357943153730005,0.0,0.0,0.2472038651102376,0.0,0.0,0.0,0.0,0.0,0.0,0.08004586842501346,0.109818382408386,0.0,0.0,0.0,0.06564062505274641,0.0,0.12178971576865003,0.0,0.0,0.08905832902386772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18988105928957,0.19052952285354594,0.0,0.25717414229079644,0.0,0.0,0.0,0.0,0.0,0.218731613774845,0.10825457349586608,0.13499342889159752,0.10174570084450553,0.0,0.06844462096121547,0.5536896346841568,175
25,0.0,0.0,0.0,0.7467923489908882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4351537152197037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5029338242941715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183
26,0.6054377273254063,0.0,0.0,0.0,0.0,0.0,0.13281026701753154,0.0,0.12319981766851307,0.0,0.0,0.0,0.0,0.0,0.37159171342929687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39070265264319265,0.0,0.18852270157973036,0.0,0.0,0.0,0.0,0.0,0.0,0.40138333432154744,0.0,0.0,0.12390589197568044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19332852842716008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188988121845645,0.0,0.0,0.0,0.0,0.0,0.0,0.15749584664246938,0.0,0.0,0.0,195
27,0.34126099914696645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041642046111302,0.3645074853619297,0.151022283250943,0.0,0.0,0.0,0.3141770499498248,0.0,0.0,0.0,0.0,0.16179700943879946,0.17208236653530645,0.0,0.0,0.0,0.0,0.2713775087447956,0.0,0.0,0.3303351565141,0.0,0.47818213450683306,0.0,0.1369959774637129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1284199315356125,0.0,0.0,0.0,0.0,0.0,0.24850957149229017,0.0,0.0,0.16829018159762713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13316115157905953,0.0,0.08957788359546073,0.0,196
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22374641927760813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21591088878917966,0.0,0.0,0.24581451179499664,0.0,0.0,0.0,0.0,0.1651076230185368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17643468282182906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28013682569620474,0.0,0.7913935766183571,0.0,0.0,0.0,0.0,0.0,0.2823563263829779,0.0,197
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22116767400662612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511384131103044,0.0,0.0,0.0,0.22975418345882226,0.0,0.0,0.0,0.1303522621598242,0.0,0.0,0.0,0.0,0.21378752291821077,0.0,0.0,0.0,0.0,0.0,0.0,0.3195807464349168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6635030220198784,0.0,0.0,0.17809889018900488,0.0,0.0,0.0,0.0,0.0,0.0,202
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22116767400662612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511384131103044,0.0,0.0,0.0,0.22975418345882226,0.0,0.0,0.0,0.1303522621598242,0.0,0.0,0.0,0.0,0.21378752291821077,0.0,0.0,0.0,0.0,0.0,0.0,0.3195807464349168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6635030220198784,0.0,0.0,0.17809889018900488,0.0,0.0,0.0,0.0,0.0,0.0,204
31,0.0,0.0,0.0,0.23231727282557474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13537059467248483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38113236376167253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3677852261135115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14062316357798288,0.19292698870211983,0.0,0.0,0.0,0.11531628722100215,0.0,0.0,0.0,0.0,0.31291218939144305,0.0,0.1723808042824371,0.22651752165907507,0.0,0.0,0.0,0.25036004083153934,0.0,0.0,0.0,0.0,0.0,0.0,0.23859423292449383,0.47718846584898766,0.0,0.0,0.190179716908623,0.0,0.0,0.0,0.12024229755816307,0.0,205
32,0.0,0.0,0.0,0.23231727282557474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13537059467248483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38113236376167253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3677852261135115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14062316357798288,0.19292698870211983,0.0,0.0,0.0,0.11531628722100215,0.0,0.0,0.0,0.0,0.31291218939144305,0.0,0.1723808042824371,0.22651752165907507,0.0,0.0,0.0,0.25036004083153934,0.0,0.0,0.0,0.0,0.0,0.0,0.23859423292449383,0.47718846584898766,0.0,0.0,0.190179716908623,0.0,0.0,0.0,0.12024229755816307,0.0,206
33,0.0,0.0,0.15785210674950806,0.15509703848819933,0.0,0.0,0.10062793480849935,0.6812803978582614,0.0,0.0,0.13533792229520394,0.14879812245851218,0.2711237706528919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2544472917251597,0.0,0.0,0.0,0.16332585055664292,0.0,0.0,0.16228588894664658,0.0,0.0,0.3683049392505536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16026755183481414,0.0,0.0,0.07698615957350856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15785210674950806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14999715072489125,0.0,0.1269656384749212,0.0,0.11933175156146436,0.0,0.0,0.0,214
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2926114886525245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2823643247068231,0.0,0.0,0.6429434755734289,0.0,0.0,0.0,0.0,0.21592473978048965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23073806212012105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25697789562488493,0.0,0.0,0.0,0.0,0.0,0.0,0.34499003129226546,0.0,0.0,0.0,0.0,0.0,0.3692604568159437,0.0,215
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38500076400560695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3075016722678779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5934661173830098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3540482890247896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38500076400560695,0.0,0.36254561304698085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38500076400560695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3075016722678779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5934661173830098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3540482890247896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38500076400560695,0.0,0.36254561304698085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217
37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221
38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2767238701834199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9609494782092916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2767238701834199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9609494782092916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225
